rulesText,typeLine,setCode,cardNumber,cost,power,toughness,Title,newText
"Generated effect for card 7925.\nIf this is a bulk test, card 7925 validates row-level rendering.",CREATURE - TESTER,SMO,07925/10000,6,2,4,Card 7925,Variant 7925
"Generated effect for card 7926.\nIf this is a bulk test, card 7926 validates row-level rendering.",CREATURE - TESTER,SMO,07926/10000,7,3,5,Card 7926,Variant 7926
"Generated effect for card 7927.\nIf this is a bulk test, card 7927 validates row-level rendering.",CREATURE - TESTER,SMO,07927/10000,8,4,6,Card 7927,Variant 7927
"Generated effect for card 7928.\nIf this is a bulk test, card 7928 validates row-level rendering.",CREATURE - TESTER,SMO,07928/10000,9,5,7,Card 7928,Variant 7928
"Generated effect for card 7929.\nIf this is a bulk test, card 7929 validates row-level rendering.",CREATURE - TESTER,SMO,07929/10000,1,6,1,Card 7929,Variant 7929
"Generated effect for card 7930.\nIf this is a bulk test, card 7930 validates row-level rendering.",CREATURE - TESTER,SMO,07930/10000,2,7,2,Card 7930,Variant 7930
"Generated effect for card 7931.\nIf this is a bulk test, card 7931 validates row-level rendering.",CREATURE - TESTER,SMO,07931/10000,3,1,3,Card 7931,Variant 7931
"Generated effect for card 7932.\nIf this is a bulk test, card 7932 validates row-level rendering.",CREATURE - TESTER,SMO,07932/10000,4,2,4,Card 7932,Variant 7932
"Generated effect for card 7933.\nIf this is a bulk test, card 7933 validates row-level rendering.",CREATURE - TESTER,SMO,07933/10000,5,3,5,Card 7933,Variant 7933
"Generated effect for card 7934.\nIf this is a bulk test, card 7934 validates row-level rendering.",CREATURE - TESTER,SMO,07934/10000,6,4,6,Card 7934,Variant 7934
"Generated effect for card 7935.\nIf this is a bulk test, card 7935 validates row-level rendering.",CREATURE - TESTER,SMO,07935/10000,7,5,7,Card 7935,Variant 7935
"Generated effect for card 7936.\nIf this is a bulk test, card 7936 validates row-level rendering.",CREATURE - TESTER,SMO,07936/10000,8,6,1,Card 7936,Variant 7936
"Generated effect for card 7937.\nIf this is a bulk test, card 7937 validates row-level rendering.",CREATURE - TESTER,SMO,07937/10000,9,7,2,Card 7937,Variant 7937
"Generated effect for card 7938.\nIf this is a bulk test, card 7938 validates row-level rendering.",CREATURE - TESTER,SMO,07938/10000,1,1,3,Card 7938,Variant 7938
"Generated effect for card 7939.\nIf this is a bulk test, card 7939 validates row-level rendering.",CREATURE - TESTER,SMO,07939/10000,2,2,4,Card 7939,Variant 7939
"Generated effect for card 7940.\nIf this is a bulk test, card 7940 validates row-level rendering.",CREATURE - TESTER,SMO,07940/10000,3,3,5,Card 7940,Variant 7940
"Generated effect for card 7941.\nIf this is a bulk test, card 7941 validates row-level rendering.",CREATURE - TESTER,SMO,07941/10000,4,4,6,Card 7941,Variant 7941
"Generated effect for card 7942.\nIf this is a bulk test, card 7942 validates row-level rendering.",CREATURE - TESTER,SMO,07942/10000,5,5,7,Card 7942,Variant 7942
"Generated effect for card 7943.\nIf this is a bulk test, card 7943 validates row-level rendering.",CREATURE - TESTER,SMO,07943/10000,6,6,1,Card 7943,Variant 7943
"Generated effect for card 7944.\nIf this is a bulk test, card 7944 validates row-level rendering.",CREATURE - TESTER,SMO,07944/10000,7,7,2,Card 7944,Variant 7944
"Generated effect for card 7945.\nIf this is a bulk test, card 7945 validates row-level rendering.",CREATURE - TESTER,SMO,07945/10000,8,1,3,Card 7945,Variant 7945
"Generated effect for card 7946.\nIf this is a bulk test, card 7946 validates row-level rendering.",CREATURE - TESTER,SMO,07946/10000,9,2,4,Card 7946,Variant 7946
"Generated effect for card 7947.\nIf this is a bulk test, card 7947 validates row-level rendering.",CREATURE - TESTER,SMO,07947/10000,1,3,5,Card 7947,Variant 7947
"Generated effect for card 7948.\nIf this is a bulk test, card 7948 validates row-level rendering.",CREATURE - TESTER,SMO,07948/10000,2,4,6,Card 7948,Variant 7948
"Generated effect for card 7949.\nIf this is a bulk test, card 7949 validates row-level rendering.",CREATURE - TESTER,SMO,07949/10000,3,5,7,Card 7949,Variant 7949
"Generated effect for card 7950.\nIf this is a bulk test, card 7950 validates row-level rendering.",CREATURE - TESTER,SMO,07950/10000,4,6,1,Card 7950,Variant 7950
"Generated effect for card 7951.\nIf this is a bulk test, card 7951 validates row-level rendering.",CREATURE - TESTER,SMO,07951/10000,5,7,2,Card 7951,Variant 7951
"Generated effect for card 7952.\nIf this is a bulk test, card 7952 validates row-level rendering.",CREATURE - TESTER,SMO,07952/10000,6,1,3,Card 7952,Variant 7952
"Generated effect for card 7953.\nIf this is a bulk test, card 7953 validates row-level rendering.",CREATURE - TESTER,SMO,07953/10000,7,2,4,Card 7953,Variant 7953
"Generated effect for card 7954.\nIf this is a bulk test, card 7954 validates row-level rendering.",CREATURE - TESTER,SMO,07954/10000,8,3,5,Card 7954,Variant 7954
"Generated effect for card 7955.\nIf this is a bulk test, card 7955 validates row-level rendering.",CREATURE - TESTER,SMO,07955/10000,9,4,6,Card 7955,Variant 7955
"Generated effect for card 7956.\nIf this is a bulk test, card 7956 validates row-level rendering.",CREATURE - TESTER,SMO,07956/10000,1,5,7,Card 7956,Variant 7956
"Generated effect for card 7957.\nIf this is a bulk test, card 7957 validates row-level rendering.",CREATURE - TESTER,SMO,07957/10000,2,6,1,Card 7957,Variant 7957
"Generated effect for card 7958.\nIf this is a bulk test, card 7958 validates row-level rendering.",CREATURE - TESTER,SMO,07958/10000,3,7,2,Card 7958,Variant 7958
"Generated effect for card 7959.\nIf this is a bulk test, card 7959 validates row-level rendering.",CREATURE - TESTER,SMO,07959/10000,4,1,3,Card 7959,Variant 7959
"Generated effect for card 7960.\nIf this is a bulk test, card 7960 validates row-level rendering.",CREATURE - TESTER,SMO,07960/10000,5,2,4,Card 7960,Variant 7960
"Generated effect for card 7961.\nIf this is a bulk test, card 7961 validates row-level rendering.",CREATURE - TESTER,SMO,07961/10000,6,3,5,Card 7961,Variant 7961
"Generated effect for card 7962.\nIf this is a bulk test, card 7962 validates row-level rendering.",CREATURE - TESTER,SMO,07962/10000,7,4,6,Card 7962,Variant 7962
"Generated effect for card 7963.\nIf this is a bulk test, card 7963 validates row-level rendering.",CREATURE - TESTER,SMO,07963/10000,8,5,7,Card 7963,Variant 7963
"Generated effect for card 7964.\nIf this is a bulk test, card 7964 validates row-level rendering.",CREATURE - TESTER,SMO,07964/10000,9,6,1,Card 7964,Variant 7964
"Generated effect for card 7965.\nIf this is a bulk test, card 7965 validates row-level rendering.",CREATURE - TESTER,SMO,07965/10000,1,7,2,Card 7965,Variant 7965
"Generated effect for card 7966.\nIf this is a bulk test, card 7966 validates row-level rendering.",CREATURE - TESTER,SMO,07966/10000,2,1,3,Card 7966,Variant 7966
"Generated effect for card 7967.\nIf this is a bulk test, card 7967 validates row-level rendering.",CREATURE - TESTER,SMO,07967/10000,3,2,4,Card 7967,Variant 7967
"Generated effect for card 7968.\nIf this is a bulk test, card 7968 validates row-level rendering.",CREATURE - TESTER,SMO,07968/10000,4,3,5,Card 7968,Variant 7968
"Generated effect for card 7969.\nIf this is a bulk test, card 7969 validates row-level rendering.",CREATURE - TESTER,SMO,07969/10000,5,4,6,Card 7969,Variant 7969
"Generated effect for card 7970.\nIf this is a bulk test, card 7970 validates row-level rendering.",CREATURE - TESTER,SMO,07970/10000,6,5,7,Card 7970,Variant 7970
"Generated effect for card 7971.\nIf this is a bulk test, card 7971 validates row-level rendering.",CREATURE - TESTER,SMO,07971/10000,7,6,1,Card 7971,Variant 7971
"Generated effect for card 7972.\nIf this is a bulk test, card 7972 validates row-level rendering.",CREATURE - TESTER,SMO,07972/10000,8,7,2,Card 7972,Variant 7972
"Generated effect for card 7973.\nIf this is a bulk test, card 7973 validates row-level rendering.",CREATURE - TESTER,SMO,07973/10000,9,1,3,Card 7973,Variant 7973
"Generated effect for card 7974.\nIf this is a bulk test, card 7974 validates row-level rendering.",CREATURE - TESTER,SMO,07974/10000,1,2,4,Card 7974,Variant 7974
"Generated effect for card 7975.\nIf this is a bulk test, card 7975 validates row-level rendering.",CREATURE - TESTER,SMO,07975/10000,2,3,5,Card 7975,Variant 7975
"Generated effect for card 7976.\nIf this is a bulk test, card 7976 validates row-level rendering.",CREATURE - TESTER,SMO,07976/10000,3,4,6,Card 7976,Variant 7976
"Generated effect for card 7977.\nIf this is a bulk test, card 7977 validates row-level rendering.",CREATURE - TESTER,SMO,07977/10000,4,5,7,Card 7977,Variant 7977
"Generated effect for card 7978.\nIf this is a bulk test, card 7978 validates row-level rendering.",CREATURE - TESTER,SMO,07978/10000,5,6,1,Card 7978,Variant 7978
"Generated effect for card 7979.\nIf this is a bulk test, card 7979 validates row-level rendering.",CREATURE - TESTER,SMO,07979/10000,6,7,2,Card 7979,Variant 7979
"Generated effect for card 7980.\nIf this is a bulk test, card 7980 validates row-level rendering.",CREATURE - TESTER,SMO,07980/10000,7,1,3,Card 7980,Variant 7980
"Generated effect for card 7981.\nIf this is a bulk test, card 7981 validates row-level rendering.",CREATURE - TESTER,SMO,07981/10000,8,2,4,Card 7981,Variant 7981
"Generated effect for card 7982.\nIf this is a bulk test, card 7982 validates row-level rendering.",CREATURE - TESTER,SMO,07982/10000,9,3,5,Card 7982,Variant 7982
"Generated effect for card 7983.\nIf this is a bulk test, card 7983 validates row-level rendering.",CREATURE - TESTER,SMO,07983/10000,1,4,6,Card 7983,Variant 7983
"Generated effect for card 7984.\nIf this is a bulk test, card 7984 validates row-level rendering.",CREATURE - TESTER,SMO,07984/10000,2,5,7,Card 7984,Variant 7984
"Generated effect for card 7985.\nIf this is a bulk test, card 7985 validates row-level rendering.",CREATURE - TESTER,SMO,07985/10000,3,6,1,Card 7985,Variant 7985
"Generated effect for card 7986.\nIf this is a bulk test, card 7986 validates row-level rendering.",CREATURE - TESTER,SMO,07986/10000,4,7,2,Card 7986,Variant 7986
"Generated effect for card 7987.\nIf this is a bulk test, card 7987 validates row-level rendering.",CREATURE - TESTER,SMO,07987/10000,5,1,3,Card 7987,Variant 7987
"Generated effect for card 7988.\nIf this is a bulk test, card 7988 validates row-level rendering.",CREATURE - TESTER,SMO,07988/10000,6,2,4,Card 7988,Variant 7988
"Generated effect for card 7989.\nIf this is a bulk test, card 7989 validates row-level rendering.",CREATURE - TESTER,SMO,07989/10000,7,3,5,Card 7989,Variant 7989
"Generated effect for card 7990.\nIf this is a bulk test, card 7990 validates row-level rendering.",CREATURE - TESTER,SMO,07990/10000,8,4,6,Card 7990,Variant 7990
"Generated effect for card 7991.\nIf this is a bulk test, card 7991 validates row-level rendering.",CREATURE - TESTER,SMO,07991/10000,9,5,7,Card 7991,Variant 7991
"Generated effect for card 7992.\nIf this is a bulk test, card 7992 validates row-level rendering.",CREATURE - TESTER,SMO,07992/10000,1,6,1,Card 7992,Variant 7992
"Generated effect for card 7993.\nIf this is a bulk test, card 7993 validates row-level rendering.",CREATURE - TESTER,SMO,07993/10000,2,7,2,Card 7993,Variant 7993
"Generated effect for card 7994.\nIf this is a bulk test, card 7994 validates row-level rendering.",CREATURE - TESTER,SMO,07994/10000,3,1,3,Card 7994,Variant 7994
"Generated effect for card 7995.\nIf this is a bulk test, card 7995 validates row-level rendering.",CREATURE - TESTER,SMO,07995/10000,4,2,4,Card 7995,Variant 7995
"Generated effect for card 7996.\nIf this is a bulk test, card 7996 validates row-level rendering.",CREATURE - TESTER,SMO,07996/10000,5,3,5,Card 7996,Variant 7996
"Generated effect for card 7997.\nIf this is a bulk test, card 7997 validates row-level rendering.",CREATURE - TESTER,SMO,07997/10000,6,4,6,Card 7997,Variant 7997
"Generated effect for card 7998.\nIf this is a bulk test, card 7998 validates row-level rendering.",CREATURE - TESTER,SMO,07998/10000,7,5,7,Card 7998,Variant 7998
"Generated effect for card 7999.\nIf this is a bulk test, card 7999 validates row-level rendering.",CREATURE - TESTER,SMO,07999/10000,8,6,1,Card 7999,Variant 7999
"Generated effect for card 8000.\nIf this is a bulk test, card 8000 validates row-level rendering.",CREATURE - TESTER,SMO,08000/10000,9,7,2,Card 8000,Variant 8000
"Generated effect for card 8001.\nIf this is a bulk test, card 8001 validates row-level rendering.",CREATURE - TESTER,SMO,08001/10000,1,1,3,Card 8001,Variant 8001
"Generated effect for card 8002.\nIf this is a bulk test, card 8002 validates row-level rendering.",CREATURE - TESTER,SMO,08002/10000,2,2,4,Card 8002,Variant 8002
"Generated effect for card 8003.\nIf this is a bulk test, card 8003 validates row-level rendering.",CREATURE - TESTER,SMO,08003/10000,3,3,5,Card 8003,Variant 8003
"Generated effect for card 8004.\nIf this is a bulk test, card 8004 validates row-level rendering.",CREATURE - TESTER,SMO,08004/10000,4,4,6,Card 8004,Variant 8004
"Generated effect for card 8005.\nIf this is a bulk test, card 8005 validates row-level rendering.",CREATURE - TESTER,SMO,08005/10000,5,5,7,Card 8005,Variant 8005
"Generated effect for card 8006.\nIf this is a bulk test, card 8006 validates row-level rendering.",CREATURE - TESTER,SMO,08006/10000,6,6,1,Card 8006,Variant 8006
"Generated effect for card 8007.\nIf this is a bulk test, card 8007 validates row-level rendering.",CREATURE - TESTER,SMO,08007/10000,7,7,2,Card 8007,Variant 8007
"Generated effect for card 8008.\nIf this is a bulk test, card 8008 validates row-level rendering.",CREATURE - TESTER,SMO,08008/10000,8,1,3,Card 8008,Variant 8008
"Generated effect for card 8009.\nIf this is a bulk test, card 8009 validates row-level rendering.",CREATURE - TESTER,SMO,08009/10000,9,2,4,Card 8009,Variant 8009
"Generated effect for card 8010.\nIf this is a bulk test, card 8010 validates row-level rendering.",CREATURE - TESTER,SMO,08010/10000,1,3,5,Card 8010,Variant 8010
"Generated effect for card 8011.\nIf this is a bulk test, card 8011 validates row-level rendering.",CREATURE - TESTER,SMO,08011/10000,2,4,6,Card 8011,Variant 8011
"Generated effect for card 8012.\nIf this is a bulk test, card 8012 validates row-level rendering.",CREATURE - TESTER,SMO,08012/10000,3,5,7,Card 8012,Variant 8012
"Generated effect for card 8013.\nIf this is a bulk test, card 8013 validates row-level rendering.",CREATURE - TESTER,SMO,08013/10000,4,6,1,Card 8013,Variant 8013
"Generated effect for card 8014.\nIf this is a bulk test, card 8014 validates row-level rendering.",CREATURE - TESTER,SMO,08014/10000,5,7,2,Card 8014,Variant 8014
"Generated effect for card 8015.\nIf this is a bulk test, card 8015 validates row-level rendering.",CREATURE - TESTER,SMO,08015/10000,6,1,3,Card 8015,Variant 8015
"Generated effect for card 8016.\nIf this is a bulk test, card 8016 validates row-level rendering.",CREATURE - TESTER,SMO,08016/10000,7,2,4,Card 8016,Variant 8016
"Generated effect for card 8017.\nIf this is a bulk test, card 8017 validates row-level rendering.",CREATURE - TESTER,SMO,08017/10000,8,3,5,Card 8017,Variant 8017
"Generated effect for card 8018.\nIf this is a bulk test, card 8018 validates row-level rendering.",CREATURE - TESTER,SMO,08018/10000,9,4,6,Card 8018,Variant 8018
"Generated effect for card 8019.\nIf this is a bulk test, card 8019 validates row-level rendering.",CREATURE - TESTER,SMO,08019/10000,1,5,7,Card 8019,Variant 8019
"Generated effect for card 8020.\nIf this is a bulk test, card 8020 validates row-level rendering.",CREATURE - TESTER,SMO,08020/10000,2,6,1,Card 8020,Variant 8020
"Generated effect for card 8021.\nIf this is a bulk test, card 8021 validates row-level rendering.",CREATURE - TESTER,SMO,08021/10000,3,7,2,Card 8021,Variant 8021
"Generated effect for card 8022.\nIf this is a bulk test, card 8022 validates row-level rendering.",CREATURE - TESTER,SMO,08022/10000,4,1,3,Card 8022,Variant 8022
"Generated effect for card 8023.\nIf this is a bulk test, card 8023 validates row-level rendering.",CREATURE - TESTER,SMO,08023/10000,5,2,4,Card 8023,Variant 8023
"Generated effect for card 8024.\nIf this is a bulk test, card 8024 validates row-level rendering.",CREATURE - TESTER,SMO,08024/10000,6,3,5,Card 8024,Variant 8024
"Generated effect for card 8025.\nIf this is a bulk test, card 8025 validates row-level rendering.",CREATURE - TESTER,SMO,08025/10000,7,4,6,Card 8025,Variant 8025
